"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.website_url","Answer.characteristics","Answer.content_added","Answer.content_removed","Answer.content_shifted","Answer.notes","Answer.notes_comments","Answer.other_other_text","Answer.topic_career","Answer.topic_other","Answer.topic_personal","Answer.topic_views","Approve","Reject"
"3WA2XVDZEMHOTYNA3FBQOT8UITV6EY","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Apr 10 02:56:52 PDT 2022","","","3ON104KXQKW6IV3GVTHI2LQX2184W2","A1TWO417PJY35G","Approved","Tue Oct 23 13:12:18 PDT 2018","Tue Oct 23 13:12:52 PDT 2018","Wed Oct 24 13:12:52 PDT 2018","2018-10-24 20:13:05 UTC","","","34","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=John_Spratt&diff=prev&oldid=186838604","corrections","neutral","neutral","","","{}","{}","","","family_current_life",""
"3E6L1VR4XWMGZCN6YQVW6BTUUUA6FG","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","3UXUOQ9OKEX6U5IWWMJXN8DG1A97A8","A1TWO417PJY35G","Approved","Tue Aug 14 05:53:26 PDT 2018","Tue Aug 14 05:54:15 PDT 2018","Wed Aug 15 05:54:15 PDT 2018","2018-08-15 12:55:05 UTC","","","49","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Candice_Miller&diff=prev&oldid=41897062","","","mostly_harmful","","","{}","{}","tenure_activity|scandals_political","","",""
"3S8APUMBJXJM5O41UHC4HRFM8VLBF6","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","3OS4RQUCR9FOS82UKJH56BA3HIWFB2","A1TWO417PJY35G","Approved","Mon Aug 27 02:09:42 PDT 2018","Mon Aug 27 02:10:08 PDT 2018","Tue Aug 28 02:10:08 PDT 2018","2018-08-28 09:11:05 UTC","","","26","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Kevin_Yoder&diff=prev&oldid=602280047","reformatting","neutral","neutral","","","{}","{}","","","",""
"371DNNCG442DMVOVMPXJ7T4MRY88TC","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:57:04 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:57:04 PDT 2018","","","3R6BYFZZP7CV5B5VPF9NV81V0GCFXT","A1TWO417PJY35G","Approved","Wed Jul 25 01:21:57 PDT 2018","Wed Jul 25 01:22:46 PDT 2018","Thu Jul 26 01:22:46 PDT 2018","2018-07-26 08:22:56 UTC","","","49","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Leonard_Lance&diff=prev&oldid=617092833","","","","neutral","","content added = content removed","{}","legislation","references","",""
"3X55NP42EOGTT6PITRT3B2VEM9V3PA","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","3OONKJ5DKCJIYLFNJM0VT5JH9F8BOX","AEW8FLMJ3C4U8","Approved","Tue Jul 31 12:54:51 PDT 2018","Tue Jul 31 12:55:59 PDT 2018","Wed Aug 01 12:55:59 PDT 2018","2018-08-01 19:56:56 UTC","","","68","100% (1629/1629)","100% (160/160)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Jean_Schmidt&diff=prev&oldid=375972316","insults_mockery|mass_removal","neutral","mostly_harmful","","","{}","{}","legislation|scandals_political","","","issue_views|support_politicians|ideology|statements_controversial"
"3HY86PZXPYITMCMDX9Z9TXHDAIFE18","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","36NEMU28XFDMMLSM1XHEOF7XOGBWMJ","AEW8FLMJ3C4U8","Approved","Tue Jul 31 14:23:55 PDT 2018","Tue Jul 31 14:24:51 PDT 2018","Wed Aug 01 14:24:51 PDT 2018","2018-08-01 21:24:56 UTC","","","56","100% (1629/1629)","100% (160/160)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=John_Mica&diff=prev&oldid=267422442","insults_mockery|corrections","rather_harmful","rather_harmful","","","{}","{}","election_campaign","","",""
"3ZFRE2BDQ9EZN8Y20PYT9GMW336XZS","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 03:51:00 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Jun 04 03:51:00 PDT 2023","","","3WQQ9FUS6AUFDTS7C5BZWJTHUMV8B6","AEW8FLMJ3C4U8","Approved","Thu Oct 25 02:19:21 PDT 2018","Thu Oct 25 02:22:37 PDT 2018","Fri Oct 26 02:22:37 PDT 2018","2018-10-26 09:23:05 UTC","","","196","100% (1629/1629)","100% (160/160)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Eric_Cantor&diff=prev&oldid=493084246","praise_adulation","rather_beneficial","neutral","","","{}","{}","congress_offices|legislation","references","","issue_views"
"371QPA24C2OVBV4AN4O4SJHEDS21TL","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","338JKRMM26Z3NUO89V59EL2AFF2AHE","A1TWO417PJY35G","Approved","Wed Aug 29 14:06:53 PDT 2018","Wed Aug 29 14:07:45 PDT 2018","Thu Aug 30 14:07:45 PDT 2018","2018-08-30 21:08:05 UTC","","","52","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Joe_Donnelly&diff=prev&oldid=268335948","","neutral","mostly_harmful","","","{}","{}","legislation","","","issue_views"
"3OREP8RUT2BSJO0W51IMZCFY9ALBG5","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 02:56:52 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Sun Oct 28 02:56:52 PDT 2018","","","3FE2ERCCZX8K2FGX2RIWOPO6QIUOP0","A1TWO417PJY35G","Approved","Wed Jul 25 02:04:06 PDT 2018","Wed Jul 25 02:05:27 PDT 2018","Thu Jul 26 02:05:27 PDT 2018","2018-07-26 09:05:56 UTC","","","81","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Marsha_Blackburn&diff=prev&oldid=39918775","","","rather_harmful","","","{}","removed image","","other_other","",""
"3VO4XFFP15MWU1RKVGBIOOX4W76Q7W","3ZG2X3MZS2WRRAHU5U2MARNQBF893R","Classify edits of Wikipedia articles","You will be presented a set of revision pages from articles on the English Wikipedia. Your task is to classify these edits according to various pre-defined categories","classification Wikipedia edits","$0.00","Fri Jul 20 03:51:00 PDT 2018","1","BatchId:200780;OriginalHitTemplateId:920937242;","86400","86400","Tue Dec 06 02:51:00 PST 2022","","","3WETL7AQWT8RNG5SZEPQ2GLE43T53K","A1TWO417PJY35G","Approved","Thu Oct 18 09:28:18 PDT 2018","Thu Oct 18 09:29:15 PDT 2018","Fri Oct 19 09:29:15 PDT 2018","2018-10-19 16:30:05 UTC","","","57","100% (1297/1297)","100% (140/140)","0% (0/0)","https://en.wikipedia.org/w/index.php?title=Charlie_Wilson (Ohio politician)&diff=prev&oldid=147293533","","rather_beneficial","","","","{}","{}","congress_offices","references","achievements_awards","ideology"
